Ranking,Puntaje_mat,PTJE_NEM,PROMEDIO_NOTAS,GENERO,TIPO_ESTABLECIMIENTO,Comuna_alumno,Univ,INGRESO_PERCAPITA_GRUPO_FA,Id_alumno,AÑO_ADMISION,ID_nuevo,Iniciales
2,495.0,608,5.63,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5984559078410,2026,10377,PUC
1,660.0,536,5.38,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_5984559178492,2026,10378,UCH
2,660.0,536,5.38,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_5984559178492,2026,10378,PUC
1,937.0,785,6.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_5984559278410,2026,10379,USM
2,937.0,785,6.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_5984559278410,2026,10379,UCH
3,937.0,785,6.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_5984559278410,2026,10379,PUC
1,631.0,808,6.33,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,3,id_5984559278442,2026,10380,UDD
1,690.0,667,5.83,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5984559378427,2026,10381,USM
1,767.0,828,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_5984559478471,2026,10382,UCH
2,767.0,828,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_5984559478471,2026,10382,PUC
3,767.0,828,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_5984559478471,2026,10382,USM
1,610.0,616,5.65,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9,id_5984559578456,2026,10383,PUC
2,610.0,616,5.65,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,9,id_5984559578456,2026,10383,UCH
1,824.0,765,6.18,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_5984559578471,2026,10384,USM
2,824.0,765,6.18,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_5984559578471,2026,10384,PUC
3,824.0,765,6.18,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_5984559578471,2026,10384,UCH
1,923.0,914,6.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_5985559178553,2026,10385,UCH
2,923.0,914,6.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_5985559178553,2026,10385,PUC
3,923.0,914,6.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5985559178553,2026,10385,USM
4,923.0,914,6.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,4,id_5985559178553,2026,10385,UAI
5,923.0,914,6.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,4,id_5985559178553,2026,10385,UANDES
1,870.0,785,6.25,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,id_5985559178561,2026,10386,USM
2,870.0,785,6.25,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,6,id_5985559178561,2026,10386,UDD
3,870.0,785,6.25,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,6,id_5985559178561,2026,10386,UCH
1,753.0,828,6.4,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5985559278505,2026,10387,UAI
2,753.0,828,6.4,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5985559278505,2026,10387,UDD
1,937.0,893,6.63,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5985559378520,2026,10388,UCH
1,912.0,900,6.65,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5985559478509,2026,10389,PUC
1,710.0,694,5.93,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5985559578520,2026,10390,USM
1,767.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5985559678599,2026,10391,UAI
2,767.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5985559678599,2026,10391,UANDES
3,767.0,727,6.05,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5985559678599,2026,10391,UDD
1,710.0,808,6.33,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,8,id_5985559778509,2026,10392,UAI
1,900.0,572,5.5,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5985559878593,2026,10393,UAI
2,900.0,572,5.5,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5985559878593,2026,10393,USM
1,793.0,765,6.18,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5986559078620,2026,10394,UDD
1,842.0,907,6.68,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5986559278611,2026,10395,UDD
2,842.0,907,6.68,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5986559278611,2026,10395,UANDES
3,842.0,907,6.68,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5986559278611,2026,10395,UCH
4,842.0,907,6.68,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5986559278611,2026,10395,UAI
5,842.0,907,6.68,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5986559278611,2026,10395,PUC
1,609.0,742,6.1,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,9,id_5986559278657,2026,10396,USM
1,894.0,785,6.25,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5986559278672,2026,10397,PUC
2,894.0,785,6.25,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5986559278672,2026,10397,UAI
1,618.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,5,id_5986559378689,2026,10398,UAI
1,805.0,779,6.23,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,6,id_5986559378698,2026,10399,UCH
1,965.0,893,6.63,MASCULINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5986559478685,2026,10400,PUC
2,965.0,893,6.63,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_5986559478685,2026,10400,UCH
3,965.0,893,6.63,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5986559478685,2026,10400,UAI
1,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5986559678649,2026,10401,UAI
2,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,10,id_5986559678649,2026,10401,USM
3,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5986559678649,2026,10401,UANDES
4,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5986559678649,2026,10401,UDD
5,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5986559678649,2026,10401,PUC
6,831.0,722,6.03,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,10,id_5986559678649,2026,10401,UCH
1,793.0,900,6.65,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5986559778636,2026,10402,USM
2,793.0,900,6.65,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,7,id_5986559778636,2026,10402,UCH
3,793.0,900,6.65,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5986559778636,2026,10402,PUC
1,508.0,736,6.08,MASCULINO,OTRO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_5986559778662,2026,10403,PUC
2,508.0,736,6.08,MASCULINO,OTRO,OTRA REGION,UNIVERSIDAD DE CHILE,1,id_5986559778662,2026,10403,UCH
1,821.0,922,6.73,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5986559878634,2026,10404,PUC
1,975.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_5986559878637,2026,10405,USM
1,723.0,594,5.58,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,9,id_5987559278727,2026,10406,USM
1,798.0,879,6.58,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_5987559678708,2026,10407,UCH
1,923.0,942,6.8,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5987559878722,2026,10408,PUC
2,923.0,942,6.8,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5987559878722,2026,10408,UCH
1,915.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_5987559878790,2026,10409,UANDES
2,915.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5987559878790,2026,10409,PUC
1,1000.0,842,6.45,MASCULINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5988559178882,2026,10410,PUC
1,610.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5988559278803,2026,10411,PUC
2,610.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_5988559278803,2026,10411,UCH
3,610.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5988559278803,2026,10411,USM
1,923.0,907,6.68,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_5988559478824,2026,10412,UCH
1,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,6,id_5988559678826,2026,10413,PUC
2,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,6,id_5988559678826,2026,10413,UCH
3,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,6,id_5988559678826,2026,10413,UANDES
4,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,6,id_5988559678826,2026,10413,UAI
5,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,6,id_5988559678826,2026,10413,UDD
6,965.0,893,6.63,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,id_5988559678826,2026,10413,USM
1,938.0,814,6.35,MASCULINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_5988559678884,2026,10414,PUC
2,938.0,814,6.35,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_5988559678884,2026,10414,UCH
3,938.0,814,6.35,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5988559678884,2026,10414,UAI
4,938.0,814,6.35,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,99,id_5988559678884,2026,10414,UDD
5,938.0,814,6.35,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,99,id_5988559678884,2026,10414,UANDES
1,965.0,722,6.03,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5988559678886,2026,10415,UAI
2,965.0,722,6.03,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5988559678886,2026,10415,UANDES
3,965.0,722,6.03,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5988559678886,2026,10415,UDD
1,508.0,567,5.48,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,6,id_5988559978877,2026,10416,UDD
1,767.0,851,6.48,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_5989559078931,2026,10417,USM
1,446.0,681,5.88,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5989559078956,2026,10418,UAI
1,842.0,837,6.43,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5989559378920,2026,10419,UAI
2,842.0,837,6.43,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5989559378920,2026,10419,PUC
3,842.0,837,6.43,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,10,id_5989559378920,2026,10419,UCH
1,900.0,907,6.68,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,id_5989559478908,2026,10420,PUC
2,900.0,907,6.68,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,5,id_5989559478908,2026,10420,UCH
1,691.0,886,6.6,FEMENINO,MUNICIPAL,SECTOR ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,id_5989559478925,2026,10421,USM
1,496.0,622,5.68,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_5989559478934,2026,10422,UCH
2,496.0,622,5.68,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5989559478934,2026,10422,PUC
3,496.0,622,5.68,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,7,id_5989559478934,2026,10422,UDD
1,964.0,851,6.48,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,9,id_5989559578901,2026,10423,UCH
1,609.0,914,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_5989559578990,2026,10424,PUC
2,609.0,914,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_5989559578990,2026,10424,UCH
1,948.0,643,5.75,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,8,id_5989559678981,2026,10425,USM
1,780.0,736,6.08,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,10,id_5989559778942,2026,10426,UANDES
2,780.0,736,6.08,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5989559778942,2026,10426,UAI
3,780.0,736,6.08,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,10,id_5989559778942,2026,10426,USM
4,780.0,736,6.08,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,10,id_5989559778942,2026,10426,UDD
1,964.0,994,6.98,FEMENINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,9,id_5989559878958,2026,10427,UCH
1,726.0,742,6.1,FEMENINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,9,id_5990559079049,2026,10428,USM
1,948.0,771,6.2,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5990559279076,2026,10429,UAI
2,948.0,771,6.2,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5990559279076,2026,10429,USM
1,621.0,542,5.4,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_5990559679056,2026,10430,USM
2,621.0,542,5.4,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,99,id_5990559679056,2026,10430,UDD
1,856.0,828,6.4,FEMENINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_5990559679077,2026,10431,UDD
1,792.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_5990559779045,2026,10432,UCH
2,792.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_5990559779045,2026,10432,PUC
3,792.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5990559779045,2026,10432,USM
1,880.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,id_5990559779054,2026,10433,USM
2,880.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,6,id_5990559779054,2026,10433,PUC
3,880.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,6,id_5990559779054,2026,10433,UCH
1,824.0,608,5.63,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,99,id_5990559779067,2026,10434,UDD
2,824.0,608,5.63,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,99,id_5990559779067,2026,10434,UAI
3,824.0,608,5.63,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE LOS ANDES,99,id_5990559779067,2026,10434,UANDES
1,880.0,870,6.55,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,2,id_5990559979094,2026,10435,UCH
2,880.0,870,6.55,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_5990559979094,2026,10435,PUC
1,831.0,680,5.88,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,2,id_5991559079150,2026,10436,UAI
2,831.0,680,5.88,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,2,id_5991559079150,2026,10436,UDD
1,771.0,828,6.4,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,9,id_5991559079176,2026,10437,UAI
1,510.0,801,6.3,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_5991559079186,2026,10438,UCH
1,948.0,757,6.15,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_5991559179129,2026,10439,PUC
2,948.0,757,6.15,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,2,id_5991559179129,2026,10439,UAI
1,738.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_5991559379199,2026,10440,USM
2,738.0,808,6.33,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_5991559379199,2026,10440,UAI
1,446.0,799,6.3,MASCULINO,MUNICIPAL,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_5991559479132,2026,10441,PUC
2,446.0,799,6.3,MASCULINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD DE CHILE,8,id_5991559479132,2026,10441,UCH
3,446.0,799,6.3,MASCULINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,8,id_5991559479132,2026,10441,UAI
1,923.0,823,6.38,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_5991559579127,2026,10442,UCH
1,842.0,722,6.03,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_5991559779143,2026,10443,USM
1,1000.0,928,6.75,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DE CHILE,10,id_5991559779172,2026,10444,UCH
2,1000.0,928,6.75,MASCULINO,PARTICULAR PAGADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,10,id_5991559779172,2026,10444,PUC
3,1000.0,928,6.75,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5991559779172,2026,10444,UAI
1,660.0,765,6.18,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_5991559879135,2026,10445,PUC
2,660.0,765,6.18,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_5991559879135,2026,10445,UCH
3,660.0,765,6.18,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,id_5991559879135,2026,10445,USM
1,700.0,613,5.65,MASCULINO,PARTICULAR PAGADO,OTRA REGION,UNIVERSIDAD DEL DESARROLLO,99,id_5992559079206,2026,10446,UDD
1,587.0,787,6.25,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_5992559179213,2026,10447,UCH
2,587.0,787,6.25,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_5992559179213,2026,10447,PUC
1,645.0,536,5.38,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_5993559079302,2026,10448,PUC
1,779.0,823,6.38,MASCULINO,PARTICULAR PAGADO,SECTOR ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,10,id_5993559079367,2026,10449,UAI
