Ranking,Puntaje_mat,PTJE_NEM,PROMEDIO_NOTAS,GENERO,TIPO_ESTABLECIMIENTO,Comuna_alumno,Univ,INGRESO_PERCAPITA_GRUPO_FA,Id_alumno,AÑO_ADMISION,ID_nuevo,Iniciales
1,723.0,451,5.1,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,8,id_0027900372793,2026,1,UCH
2,723.0,451,5.1,MASCULINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_0027900372793,2026,1,PUC
1,539.0,985,6.95,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_0036500373611,2026,2,PUC
1,710.0,745,6.1,FEMENINO,PARTICULAR SUBVENCIONADO,SECTOR ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_0067500176718,2026,3,USM
2,710.0,745,6.1,FEMENINO,PARTICULAR SUBVENCIONADO,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0067500176718,2026,3,PUC
3,710.0,745,6.1,FEMENINO,PARTICULAR SUBVENCIONADO,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,2,id_0067500176718,2026,3,UCH
1,502.0,802,6.3,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_0077500977789,2026,4,USM
2,502.0,802,6.3,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0077500977789,2026,4,PUC
3,502.0,802,6.3,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0077500977789,2026,4,UCH
1,474.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_0100501670091,2026,5,UCH
2,474.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_0100501670091,2026,5,PUC
3,474.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,8,id_0100501670091,2026,5,USM
1,682.0,801,6.3,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_0100501870023,2026,6,PUC
2,682.0,801,6.3,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_0100501870023,2026,6,UCH
1,460.0,601,5.6,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0105501270517,2026,7,PUC
2,460.0,601,5.6,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0105501270517,2026,7,UCH
3,460.0,601,5.6,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,2,id_0105501270517,2026,7,UAI
4,460.0,601,5.6,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_0105501270517,2026,7,USM
5,460.0,601,5.6,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,2,id_0105501270517,2026,7,UDD
1,595.0,829,6.4,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0107501470774,2026,8,PUC
2,595.0,829,6.4,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0107501470774,2026,8,UCH
1,486.0,801,6.3,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_0108501870866,2026,9,UANDES
1,798.0,632,5.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_0108901370817,2026,10,PUC
2,798.0,632,5.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_0108901370817,2026,10,UCH
3,798.0,632,5.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,3,id_0108901370817,2026,10,UDD
1,601.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,3,id_0112501771278,2026,11,UAI
2,601.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,3,id_0112501771278,2026,11,UDD
3,601.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_0112501771278,2026,11,USM
1,660.0,929,6.75,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0120501572046,2026,12,PUC
1,579.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_0122501472288,2026,13,USM
2,579.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_0122501472288,2026,13,PUC
3,579.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_0122501472288,2026,13,UCH
4,579.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,3,id_0122501472288,2026,13,UAI
5,579.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,3,id_0122501472288,2026,13,UDD
1,526.0,0,0.0,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_0124501472431,2026,14,UCH
2,526.0,0,0.0,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,8,id_0124501472431,2026,14,UAI
1,495.0,829,6.4,MASCULINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0128501172853,2026,15,UCH
1,526.0,970,6.9,FEMENINO,MUNICIPAL,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0130501973007,2026,16,PUC
2,526.0,970,6.9,FEMENINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_0130501973007,2026,16,UCH
1,495.0,738,6.08,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0134501573478,2026,17,UCH
1,690.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,6,id_0138501873869,2026,18,UAI
1,793.0,580,5.53,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,9,id_0138901273860,2026,19,PUC
2,793.0,580,5.53,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,9,id_0138901273860,2026,19,UDD
3,793.0,580,5.53,MASCULINO,PARTICULAR PAGADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,9,id_0138901273860,2026,19,UANDES
1,682.0,965,6.88,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0140501874081,2026,20,PUC
2,682.0,965,6.88,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_0140501874081,2026,20,USM
3,682.0,965,6.88,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0140501874081,2026,20,UCH
1,824.0,787,6.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,6,id_0146501674606,2026,21,PUC
2,824.0,787,6.25,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,6,id_0146501674606,2026,21,UCH
1,508.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_0146501774626,2026,22,UDD
2,508.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,99,id_0146501774626,2026,22,UANDES
1,0.0,738,6.08,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0149501774918,2026,23,UCH
1,595.0,657,5.8,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_0153501875375,2026,24,USM
1,487.0,757,6.15,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_0155501175599,2026,25,UCH
2,487.0,757,6.15,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_0155501175599,2026,25,PUC
1,618.0,879,6.58,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,5,id_0157501075701,2026,26,UCH
2,618.0,879,6.58,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,id_0157501075701,2026,26,PUC
3,618.0,879,6.58,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,5,id_0157501075701,2026,26,UAI
1,460.0,928,6.75,FEMENINO,MUNICIPAL,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_0157501475730,2026,27,UCH
1,516.0,554,5.43,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_0164501276423,2026,28,UAI
1,526.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0164501676401,2026,29,PUC
1,780.0,851,6.48,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,2,id_0173501077372,2026,30,USM
2,780.0,851,6.48,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0173501077372,2026,30,UCH
3,780.0,851,6.48,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0173501077372,2026,30,PUC
1,610.0,808,6.33,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0173501477355,2026,31,PUC
2,610.0,808,6.33,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0173501477355,2026,31,UCH
3,610.0,808,6.33,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_0173501477355,2026,31,USM
1,579.0,757,6.15,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0179501577902,2026,32,UCH
1,861.0,937,6.78,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0180501178010,2026,33,PUC
2,861.0,937,6.78,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_0180501178010,2026,33,UCH
1,553.0,643,5.75,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,6,id_0180501978081,2026,34,UDD
2,553.0,643,5.75,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,6,id_0180501978081,2026,34,PUC
3,553.0,643,5.75,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,id_0180501978081,2026,34,USM
1,526.0,686,5.9,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,9,id_0181501578180,2026,35,USM
2,526.0,686,5.9,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,9,id_0181501578180,2026,35,UANDES
1,710.0,942,6.8,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_0182501178227,2026,36,PUC
2,710.0,942,6.8,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0182501178227,2026,36,UCH
1,526.0,843,6.45,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_0182501278266,2026,37,USM
1,579.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0183501478373,2026,38,PUC
2,579.0,771,6.2,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0183501478373,2026,38,UCH
1,539.0,513,5.3,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0183501578331,2026,39,UCH
1,738.0,928,6.75,FEMENINO,MUNICIPAL,SECTOR ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0184501878461,2026,40,PUC
2,738.0,928,6.75,FEMENINO,MUNICIPAL,SECTOR ORIENTE,UNIVERSIDAD DE CHILE,99,id_0184501878461,2026,40,UCH
1,595.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,2,id_0190501279061,2026,41,UANDES
2,595.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0190501279061,2026,41,PUC
3,595.0,802,6.3,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,2,id_0190501279061,2026,41,UDD
1,486.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,3,id_0190501879045,2026,42,USM
1,526.0,808,6.33,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_0197501179722,2026,43,UCH
2,526.0,808,6.33,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_0197501179722,2026,43,PUC
1,579.0,672,5.85,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0199501179986,2026,44,UCH
1,460.0,0,0.0,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,1,id_0199501879961,2026,45,UAI
1,553.0,900,6.65,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0204502670485,2026,46,UCH
2,553.0,900,6.65,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_0204502670485,2026,46,USM
1,421.0,0,0.0,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0205502870593,2026,47,UCH
2,421.0,0,0.0,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0205502870593,2026,47,PUC
3,421.0,0,0.0,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,2,id_0205502870593,2026,47,UANDES
1,502.0,709,5.98,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_0207502670701,2026,48,UCH
1,792.0,599,5.6,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0212902071277,2026,49,UCH
2,792.0,599,5.6,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,id_0212902071277,2026,49,USM
1,579.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,8,id_0219502071909,2026,50,PUC
2,579.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_0219502071909,2026,50,UCH
3,579.0,779,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,8,id_0219502071909,2026,50,UDD
1,699.0,780,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0245502274589,2026,51,UCH
2,699.0,780,6.23,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0245502274589,2026,51,PUC
1,645.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0248502374813,2026,52,PUC
2,645.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,99,id_0248502374813,2026,52,USM
1,502.0,794,6.28,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,5,id_0250502675034,2026,53,UCH
1,567.0,787,6.25,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_0258502975835,2026,54,PUC
2,567.0,787,6.25,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0258502975835,2026,54,UCH
3,567.0,787,6.25,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_0258502975835,2026,54,USM
1,609.0,671,5.85,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_0258502975844,2026,55,USM
1,587.0,915,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0261502976115,2026,56,PUC
2,587.0,915,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0261502976115,2026,56,UCH
1,631.0,837,6.43,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0262502276261,2026,57,PUC
1,579.0,829,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0272502877280,2026,58,UCH
2,579.0,829,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_0272502877280,2026,58,USM
3,579.0,829,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,7,id_0272502877280,2026,58,UDD
4,579.0,829,6.4,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD ADOLFO IBAÑEZ,7,id_0272502877280,2026,58,UAI
1,723.0,757,6.15,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,99,id_0278502077819,2026,59,UDD
2,723.0,757,6.15,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0278502077819,2026,59,PUC
1,0.0,628,5.7,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_0288502878864,2026,60,PUC
1,446.0,907,6.68,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0288502978808,2026,61,PUC
1,553.0,724,6.03,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0301503970126,2026,62,PUC
1,502.0,709,5.98,FEMENINO,MUNICIPAL,OTRA REGION,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0305503270585,2026,63,PUC
1,275.0,636,5.73,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE LOS ANDES,1,id_0305503770506,2026,64,UANDES
1,539.0,828,6.4,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0311503771106,2026,65,PUC
1,508.0,886,6.6,MASCULINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,3,id_0314503271403,2026,66,UCH
2,508.0,886,6.6,MASCULINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,3,id_0314503271403,2026,66,PUC
1,553.0,0,0.0,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,id_0320503672060,2026,67,PUC
1,553.0,830,6.4,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7,id_0335503573543,2026,68,PUC
2,553.0,830,6.4,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,7,id_0335503573543,2026,68,UCH
3,553.0,830,6.4,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,7,id_0335503573543,2026,68,USM
1,502.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0337503673731,2026,69,PUC
2,502.0,823,6.38,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0337503673731,2026,69,UCH
1,526.0,788,6.25,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0347503974724,2026,70,UCH
1,526.0,915,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,8,id_0366503676638,2026,71,USM
2,526.0,915,6.7,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,8,id_0366503676638,2026,71,UDD
1,496.0,850,6.47,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DEL DESARROLLO,2,id_0403504170395,2026,72,UDD
1,486.0,667,5.83,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,99,id_0407504170709,2026,73,UCH
1,421.0,865,6.53,FEMENINO,PARTICULAR SUBVENCIONADO,OTRA REGION,UNIVERSIDAD DE CHILE,99,id_0410504171022,2026,74,UCH
1,645.0,900,6.65,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,2,id_0414504471487,2026,75,PUC
2,645.0,900,6.65,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0414504471487,2026,75,UCH
1,618.0,942,6.8,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0419504771954,2026,76,PUC
1,609.0,0,0.0,MASCULINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0423504572388,2026,77,UCH
1,502.0,0,0.0,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,1,id_0427504572777,2026,78,UCH
2,502.0,0,0.0,MASCULINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,id_0427504572777,2026,78,PUC
1,595.0,0,0.0,FEMENINO,MUNICIPAL,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,99,id_0431504973171,2026,79,PUC
1,486.0,0,0.0,FEMENINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,2,id_0433504373371,2026,80,UCH
1,807.0,814,6.35,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,id_0439504373943,2026,81,PUC
2,807.0,814,6.35,FEMENINO,PARTICULAR SUBVENCIONADO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,4,id_0439504373943,2026,81,UCH
1,609.0,757,6.15,MASCULINO,OTRO,R.M. SECTOR NO ORIENTE,UNIVERSIDAD DE CHILE,8,id_0453504175329,2026,82,UCH
